Date,BBVA.MC,SAN.MC,CABK.MC,SAB.MC,BKT.MC,UNI.MC
2021-01-04,10.034637059165199,9.976702161614632,9.99865829170728,10.092358436824346,10.029095868928334,10.067363442643453
2021-01-05,9.972229019045617,9.842438794971574,9.965304868033908,9.993361164327661,9.849292071228055,10.059912633770232
2021-01-06,10.02295923580342,9.792555729921826,9.95523373187526,10.009286732562346,9.91824202702305,10.132551230278127
2021-01-07,10.109340027294513,9.941585297620136,10.073862508439486,10.157449345159513,10.032014980323265,10.302309011185995
2021-01-08,9.722805111336642,9.715671213737526,9.723958994823919,9.9153369594029,9.875094427887369,10.149554149555495
2021-01-11,9.673087745885097,9.602966829162117,9.571089769880416,9.793892374951236,9.731976897307463,9.993823629485583
2021-01-12,9.768136565022688,9.576032449510842,9.64770737511007,9.865687781381219,9.67166909274254,10.090660439001462
2021-01-13,9.791103295774258,9.55525752214456,9.563916831026939,9.761599199904488,9.608595839746798,10.098930300223564
2021-01-14,9.718658472182064,9.590121466611812,9.471039969747698,9.746211604648439,9.619229522973717,10.29946811440398
2021-01-15,9.521847633049799,9.620659931470351,9.410198020962227,9.675960648237819,9.564332752762944,10.233158054421228
2021-01-18,9.611198940223403,9.826201816441296,9.456450478459038,9.875868800885723,9.587962807899634,10.340796926135969
2021-01-19,9.619086206964756,9.945678030854053,9.639439475256449,9.970014170616112,9.638038717834283,10.349066112713794
2021-01-20,9.612747522961817,9.829649277748384,9.578392920794826,9.99913992696142,9.749168450585625,10.595972152743869
2021-01-21,9.697125873218068,10.064182428423205,9.701999996559936,10.13319027540324,9.877999285880307,10.750087496918223
2021-01-22,9.762269836305258,10.083688657501211,9.639323063615175,10.070886067208223,9.971792936591255,10.790457255784245
2021-01-25,9.623845254688291,9.99740013533271,9.626391662517625,9.979061576920689,9.85314110889808,10.787413749364038
2021-01-26,9.79183578216957,10.078984078100168,9.738412200705202,10.128537482153543,9.976584398971642,10.89233944408269
2021-01-27,9.734469442652,10.02324537633314,9.5703170285205,10.065365307645152,9.794793744252487,10.701730568317585
2021-01-28,9.940926831001635,10.18713856870956,9.767997968935942,10.15845998643429,9.779102571020534,10.79859696255131
2021-01-29,9.947411484198938,10.191496376298781,9.855667450856474,10.125455790743764,9.80624674130136,10.710323550110965
2021-02-01,9.966128991264945,10.175310437414959,9.783058797568128,10.085462036168352,9.780480216368542,10.666574979940986
2021-02-02,10.033311797028723,10.098414778705118,9.705248634534918,9.835213090509487,9.65991411272142,10.560030680045173
2021-02-03,10.124485204106596,10.345226200698797,9.807139048716873,10.094687749512426,9.766243124073332,10.723866337935261
2021-02-04,10.103421012056465,10.332127480653117,9.931868268267067,9.89238368510867,9.602390962870295,10.660673353251147
2021-02-05,10.05887789573579,10.346212629681173,9.932984001998248,9.81135434917971,9.65038944092616,10.696594070908773
2021-02-08,10.036951547316848,10.39120201703388,9.925251338700768,9.72657148210886,9.679819012227153,10.663796168219623
2021-02-09,10.103125458162765,10.576380369273878,9.784355806745662,9.684447093492222,9.63406920311558,10.704822326401873
2021-02-10,10.129392447208179,10.492923033098187,9.744011602027493,9.66513267818647,9.858632799256418,10.911694820835862
2021-02-11,10.148510106616772,10.511006250948281,9.695392955013647,9.571102135362649,9.886646420572422,10.882449806775059
